Gene,logFC,logCPM,F,PValue,FDR
RPL9,-0.560344438146152,8.99382615249749,39.6402770404027,3.29200698283913e-06,0.000223285026260051
ABCB8,-0.483693570545273,5.66412028668533,39.6304755259409,3.2976764564064e-06,0.000223285026260051
ARMC6,-0.689115897945177,5.85309895893622,39.6073899737466,3.31102875074691e-06,0.00022331336879061
MCRIP2,-0.804266534200346,4.92703224596272,39.5811005405809,3.32633591728447e-06,0.000223432974942589
RPS9,-0.700031047594153,9.18888291549754,39.5598702858284,3.33868339714978e-06,0.000223432974942589
ATP6V1G1,0.460654444064977,6.88579792683261,39.5073702431887,3.36955268683084e-06,0.000224628172551434
HNRNPC,0.483327425649271,10.3902642831752,39.4567552221717,3.39960851177959e-06,0.000225756039471489
NSRP1,0.745914893396586,5.46188643101231,39.4350057471222,3.41262170172934e-06,0.000225756039471489
DNAJC2,0.578190737461608,6.72997987179881,39.3961895962731,3.43596306195561e-06,0.000226432588655441
HDHD5,-0.536328619900037,6.96550316813745,39.3597761914459,3.45802483429862e-06,0.000227019987790874
PEX16,-0.703486306785118,3.89855053775489,39.3181528634217,3.48363910856963e-06,0.000227835275941528
KLF5,0.691103971962739,5.18580268321185,39.2593505199944,3.51968947571323e-06,0.000229324371651565
APH1A,-0.569150924849492,7.1638978358616,39.2042492521477,3.55401991682394e-06,0.000230690631142414
CIAO3,-0.594734847376169,4.67131280875671,38.9490404491763,3.71800427195122e-06,0.000240430942919512
CDCA4,-0.569726622100806,5.68629989942874,38.7650220492573,3.84130551231843e-06,0.000247477540954067
